Date,TeamName,ScoreOff,RushAttOff,RushYdsOff,PassAttOff,PassCompOff,PassYdsOff,PassIntOff,FumblesOff,Opponent,ScoreDef,RushAttDef,RushYdsDef,PassAttDef,PassCompDef,PassYdsDef,PassIntDef,FumblesDef,Site,Line
08/27/2014,Georgia State,38,33,153,49,31,413,2,1,Abilene Christian,37,36,95,40,30,403,1,0,H,
08/28/2014,Akron,41,29,117,43,27,396,0,0,Howard,0,51,148,26,12,68,0,1,H,
08/28/2014,Arizona State,45,45,267,39,24,303,0,0,Weber State,14,32,152,29,14,156,0,0,H,
08/28/2014,Boise State,13,37,135,48,36,264,4,0,Mississippi,35,34,71,36,25,387,3,0,N,-10
08/28/2014,Central Michigan,20,46,150,26,15,173,0,1,Chattanooga,16,29,106,24,13,150,4,0,H,
08/28/2014,Minnesota,42,40,182,18,10,156,0,1,Eastern Illinois,20,39,99,57,32,310,1,2,H,
08/28/2014,Mississippi,35,34,71,36,25,387,3,0,Boise State,13,37,135,48,36,264,4,0,N,10
08/28/2014,New Mexico State,28,47,197,27,18,118,1,0,Cal-San Luis Obispo,10,49,259,7,2,6,1,1,H,
08/28/2014,Northern Illinois,55,77,424,32,19,211,0,0,Presbyterian,3,31,69,18,10,58,1,2,H,
08/28/2014,Rutgers,41,43,215,27,16,281,1,0,Washington State,38,14,6,56,40,532,1,1,N,-7.5
08/28/2014,San Jose State,42,40,150,26,23,256,0,0,North Dakota,10,32,118,20,14,126,1,1,H,
08/28/2014,South Carolina,28,22,67,40,20,366,1,0,Texas A+M,52,39,169,60,44,511,0,0,H,9
08/28/2014,Temple,37,45,144,36,23,207,0,2,Vanderbilt,7,29,54,34,16,224,3,4,V,-8.5
08/28/2014,Texas A+M,52,39,169,60,44,511,0,0,South Carolina,28,22,67,40,20,366,1,0,V,-9
08/28/2014,Tulane,31,30,254,44,22,262,1,1,Tulsa,38,36,154,53,31,438,2,0,V,-5
08/28/2014,Tulsa,38,36,154,53,31,438,2,0,Tulane,31,30,254,44,22,262,1,1,H,5
08/28/2014,UL-Monroe,17,44,163,41,23,189,0,1,Wake Forest,10,27,-3,22,12,97,1,0,H,1.5
08/28/2014,Utah,56,46,238,32,22,351,0,1,Idaho State,14,44,179,40,21,158,0,0,H,
08/28/2014,Vanderbilt,7,29,54,34,16,224,3,4,Temple,37,45,144,36,23,207,0,2,H,8.5
08/28/2014,Wake Forest,10,27,-3,22,12,97,1,0,UL-Monroe,17,44,163,41,23,189,0,1,V,-1.5
08/28/2014,Washington State,38,14,6,56,40,532,1,1,Rutgers,41,43,215,27,16,281,1,0,N,7.5
08/29/2014,Arizona,58,48,353,46,26,434,0,0,Nevada-Las Vegas,13,31,119,41,22,252,1,0,H,20.5
08/29/2014,Bowling Green,31,35,151,36,25,314,0,0,Western Kentucky,59,41,133,56,46,569,0,0,V,7
08/29/2014,Brigham Young,35,37,205,36,28,308,0,2,Connecticut,10,31,71,48,25,284,1,1,V,14.5
08/29/2014,Colorado,17,34,134,39,24,241,0,0,Colorado State,31,45,266,23,13,134,0,1,N,2.5
08/29/2014,Colorado State,31,45,266,23,13,134,0,1,Colorado,17,34,134,39,24,241,0,0,N,-2.5
08/29/2014,Connecticut,10,31,71,48,25,284,1,1,Brigham Young,35,37,205,36,28,308,0,2,H,-14.5
08/29/2014,Houston,7,23,-26,50,25,234,4,2,Texas-San Antonio,27,50,142,24,15,121,0,1,H,8
08/29/2014,Michigan State,45,50,211,24,18,354,0,0,Jacksonville St,7,25,22,37,18,222,3,0,H,
08/29/2014,Nevada-Las Vegas,13,31,119,41,22,252,1,0,Arizona,58,48,353,46,26,434,0,0,V,-20.5
08/29/2014,Syracuse,27,34,136,35,22,184,0,0,Villanova,26,60,190,27,16,199,0,0,H,
08/29/2014,Texas-San Antonio,27,50,142,24,15,121,0,1,Houston,7,23,-26,50,25,234,4,2,V,-8
08/29/2014,Western Kentucky,59,41,133,56,46,569,0,0,Bowling Green,31,35,151,36,25,314,0,0,H,-7
08/30/2014,Air Force,44,73,539,6,3,19,0,0,Nicholls State,16,30,63,31,18,200,0,0,H,
08/30/2014,Alabama,33,49,288,33,24,250,1,0,West Virginia,23,24,28,45,29,365,0,0,N,22
08/30/2014,Appalachian State,14,36,153,33,17,127,0,0,Michigan,52,36,350,19,16,210,1,0,V,-29.5
08/30/2014,Arkansas,21,29,153,31,18,175,1,0,Auburn,45,48,302,22,16,293,0,1,V,-17
08/30/2014,Arkansas State,37,48,294,30,20,264,0,2,Montana State,10,44,86,26,14,142,2,0,H,
08/30/2014,Auburn,45,48,302,22,16,293,0,1,Arkansas,21,29,153,31,18,175,1,0,H,17
08/30/2014,Ball State,30,53,311,32,20,203,1,0,Colgate,10,28,90,26,14,137,0,0,H,
08/30/2014,Boston College,30,61,338,25,17,173,1,0,Massachusetts,7,22,55,22,9,147,1,0,V,17
08/30/2014,Buffalo,38,49,174,36,25,298,1,1,Duquesne,28,33,51,37,18,322,0,1,H,
08/30/2014,California,31,45,114,39,23,300,2,0,Northwestern,24,36,108,44,24,246,2,0,V,-8.5
08/30/2014,Clemson,21,44,102,32,17,189,1,0,Georgia,45,41,328,26,18,131,0,1,V,-10.5
08/30/2014,Duke,52,44,275,42,28,292,0,0,Elon,13,31,138,38,19,190,0,0,H,
08/30/2014,East Carolina,52,28,208,46,33,374,1,1,No Carolina Central,7,31,70,22,13,104,0,1,H,
08/30/2014,Eastern Michigan,31,56,292,30,18,99,0,0,Morgan State,28,41,210,28,18,269,0,1,H,
08/30/2014,Florida Atlantic,7,30,105,30,11,95,0,0,Nebraska,55,57,498,35,17,286,0,0,V,-21
08/30/2014,Florida Intl,12,32,43,33,16,143,0,0,Bethune-Cookman,14,43,90,17,8,149,0,0,H,
08/30/2014,Florida State,37,31,106,40,25,370,2,0,Oklahoma State,31,42,161,28,15,203,1,1,N,19
08/30/2014,Fresno State,13,33,157,36,18,160,4,0,Southern Cal,52,64,277,41,28,424,0,2,V,-18.5
08/30/2014,Georgia,45,41,328,26,18,131,0,1,Clemson,21,44,102,32,17,189,1,0,H,10.5
08/30/2014,Georgia Southern,23,47,246,17,10,192,0,1,No Carolina State,24,35,173,40,28,291,1,0,V,-20.5
08/30/2014,Georgia Tech,38,43,226,16,11,282,0,0,Wofford,19,47,271,13,7,55,0,0,H,
08/30/2014,Hawaii,16,54,217,43,23,207,0,0,Washington,17,48,174,26,10,162,0,0,H,-17
08/30/2014,Illinois,28,22,78,38,24,285,0,1,Youngstown State,17,59,203,24,11,177,0,0,H,
08/30/2014,Indiana,28,69,455,18,11,111,1,1,Indiana State,10,24,30,33,17,140,0,0,H,
08/30/2014,Iowa,31,36,151,41,31,250,0,1,Northern Iowa,23,25,25,37,17,380,2,0,H,
08/30/2014,Iowa State,14,26,102,31,20,151,2,0,North Dakota St,34,43,299,28,18,204,0,0,H,
08/30/2014,Kansas State,55,51,240,30,20,238,1,0,Stephen F Austin,16,21,69,39,24,225,0,1,H,
08/30/2014,Kent State,14,22,31,41,30,264,0,0,Ohio,17,44,175,24,18,262,0,4,H,3
08/30/2014,Kentucky,59,28,234,33,22,422,0,0,Tennessee-Martin,14,47,183,34,23,215,2,3,H,
08/30/2014,Louisiana State,28,47,126,21,9,239,0,1,Wisconsin,24,39,268,24,8,50,2,0,N,3
08/30/2014,Louisiana Tech,16,29,54,36,22,191,1,0,Oklahoma,48,40,183,34,19,253,1,1,V,-34
08/30/2014,Marshall,42,36,171,32,20,261,0,1,Miami-Ohio,27,36,100,49,24,318,1,0,V,24
08/30/2014,Maryland,52,50,285,35,18,186,1,0,James Madison,7,44,161,37,16,141,2,1,H,
08/30/2014,Massachusetts,7,22,55,22,9,147,1,0,Boston College,30,61,338,25,17,173,1,0,H,-17
08/30/2014,Memphis,63,55,303,27,20,242,1,1,Austin Peay,0,34,116,16,6,30,1,1,H,
08/30/2014,Miami-Ohio,27,36,100,49,24,318,1,0,Marshall,42,36,171,32,20,261,0,1,H,-24
08/30/2014,Michigan,52,36,350,19,16,210,1,0,Appalachian State,14,36,153,33,17,127,0,0,H,29.5
08/30/2014,Middle Tennessee,61,46,228,20,17,291,1,2,Savannah State,7,35,145,31,15,84,1,2,H,
08/30/2014,Mississippi State,49,44,201,34,23,349,1,1,Southern Miss,0,33,71,42,20,212,2,1,H,31
08/30/2014,Missouri,38,39,215,21,13,178,0,0,South Dakota State,18,32,119,32,23,246,2,1,H,
08/30/2014,Navy,17,63,370,4,2,20,0,1,Ohio State,34,40,194,15,12,226,1,0,N,-13
08/30/2014,Nebraska,55,57,498,35,17,286,0,0,Florida Atlantic,7,30,105,30,11,95,0,0,H,21
08/30/2014,Nevada-Reno,28,55,244,41,30,303,1,1,Southern Utah,19,22,156,42,25,224,1,1,H,
08/30/2014,New Mexico,24,52,410,9,5,67,1,2,UTEP,31,44,330,22,11,116,0,0,H,9
08/30/2014,No Carolina State,24,35,173,40,28,291,1,0,Georgia Southern,23,47,246,17,10,192,0,1,H,20.5
08/30/2014,North Carolina,56,48,208,45,29,235,3,1,Liberty,29,41,157,33,16,189,2,4,H,
08/30/2014,North Texas,7,43,79,17,3,15,4,0,Texas,38,40,163,34,19,190,0,2,V,-21.5
08/30/2014,Northwestern,24,36,108,44,24,246,2,0,California,31,45,114,39,23,300,2,0,H,8.5
08/30/2014,Notre Dame,48,42,281,22,14,295,0,0,Rice,17,40,141,26,15,226,1,1,H,20.5
08/30/2014,Ohio,17,44,175,24,18,262,0,4,Kent State,14,22,31,41,30,264,0,0,V,-3
08/30/2014,Ohio State,34,40,194,15,12,226,1,0,Navy,17,63,370,4,2,20,0,1,N,13
08/30/2014,Oklahoma,48,40,183,34,19,253,1,1,Louisiana Tech,16,29,54,36,22,191,1,0,H,34
08/30/2014,Oklahoma State,31,42,161,28,15,203,1,1,Florida State,37,31,106,40,25,370,2,0,N,-19
08/30/2014,Old Dominion,,,,,,,,,Hampton,,,,,,,,,H,
08/30/2014,Oregon,62,38,293,32,25,380,0,1,South Dakota,13,39,172,34,18,198,0,1,H,
08/30/2014,Oregon State,29,37,176,45,26,328,0,1,Portland State,14,24,131,27,10,83,2,3,H,
08/30/2014,Penn State,26,28,57,47,32,454,2,1,U-C-F,24,29,24,22,12,222,0,1,N,-2.5
08/30/2014,Pittsburgh,62,56,409,14,11,92,0,1,Delaware,0,30,26,16,9,31,3,0,H,
08/30/2014,Purdue,43,39,226,38,19,181,0,0,Western Michigan,34,32,213,41,23,243,1,0,H,7
08/30/2014,Rice,17,40,141,26,15,226,1,1,Notre Dame,48,42,281,22,14,295,0,0,V,-20.5
08/30/2014,San Diego State,38,37,194,29,18,205,1,0,Northern Arizona,7,36,124,28,15,188,1,0,H,
08/30/2014,South Florida,36,33,294,27,10,191,1,1,Western Carolina,31,29,80,67,46,374,1,1,H,
08/30/2014,Southern Cal,52,64,277,41,28,424,0,2,Fresno State,13,33,157,36,18,160,4,0,H,18.5
08/30/2014,Southern Miss,0,33,71,42,20,212,2,1,Mississippi State,49,44,201,34,23,349,1,1,V,-31
08/30/2014,Stanford,45,32,149,30,21,312,1,2,UC-Davis,0,27,61,22,12,54,2,1,H,
08/30/2014,Texas,38,40,163,34,19,190,0,2,North Texas,7,43,79,17,3,15,4,0,H,21.5
08/30/2014,Texas Christian,48,46,200,50,33,355,1,1,Samford,14,47,87,20,10,56,1,1,H,
08/30/2014,Texas State,65,50,378,30,25,319,0,1,Arkansas-Pine Bluff,0,39,127,21,9,88,0,2,H,
08/30/2014,Texas Tech,42,36,184,53,39,452,2,0,Central Arkansas,35,54,178,40,24,228,0,0,H,
08/30/2014,Toledo,54,45,306,35,25,360,0,0,New Hampshire,20,31,37,45,31,338,1,0,H,
08/30/2014,Troy,10,37,71,31,21,201,0,1,U-A-B,48,55,339,19,12,150,1,1,V,2
08/30/2014,U-A-B,48,55,339,19,12,150,1,1,Troy,10,37,71,31,21,201,0,1,H,-2
08/30/2014,U-C-F,24,29,24,22,12,222,0,1,Penn State,26,28,57,47,32,454,2,1,N,2.5
08/30/2014,U.C.L.A.,28,39,116,34,20,242,0,2,Virginia,20,39,120,45,29,266,2,1,V,18.5
08/30/2014,UL-Lafayette,45,41,248,36,24,264,2,0,Southern Univ,6,32,77,40,20,202,0,0,H,
08/30/2014,UTEP,31,44,330,22,11,116,0,0,New Mexico,24,52,410,9,5,67,1,2,V,-9
08/30/2014,Virginia,20,39,120,45,29,266,2,1,U.C.L.A.,28,39,116,34,20,242,0,2,H,-18.5
08/30/2014,Virginia Tech,34,42,222,31,24,266,1,1,William + Mary,9,28,76,23,9,117,0,2,H,
08/30/2014,Washington,17,48,174,26,10,162,0,0,Hawaii,16,54,217,43,23,207,0,0,V,17
08/30/2014,West Virginia,23,24,28,45,29,365,0,0,Alabama,33,49,288,33,24,250,1,0,N,-22
08/30/2014,Western Michigan,34,32,213,41,23,243,1,0,Purdue,43,39,226,38,19,181,0,0,V,-7
08/30/2014,Wisconsin,24,39,268,24,8,50,2,0,Louisiana State,28,47,126,21,9,239,0,1,N,-3
08/30/2014,Wyoming,17,46,209,21,13,92,1,1,Montana,12,19,42,46,25,211,0,0,H,
08/31/2014,Baylor,45,50,261,47,27,313,0,1,S-M-U,0,25,-24,39,21,91,0,2,H,33
08/31/2014,S-M-U,0,25,-24,39,21,91,0,2,Baylor,45,50,261,47,27,313,0,1,V,-33
08/31/2014,Tennessee,38,39,110,40,28,273,0,0,Utah State,7,24,100,35,18,144,0,1,H,4
08/31/2014,Utah State,7,24,100,35,18,144,0,1,Tennessee,38,39,110,40,28,273,0,0,V,-4
09/01/2014,Louisville,31,43,130,28,20,206,0,2,Miami-Florida,13,27,70,29,17,174,0,1,H,4.5
09/01/2014,Miami-Florida,13,27,70,29,17,174,0,2,Louisville,31,43,130,28,20,206,0,1,V,-4.5
09/04/2014,Arizona,26,44,223,32,17,231,0,0,Texas-San Antonio,23,39,121,33,22,228,1,0,V,7
09/04/2014,Texas-San Antonio,23,39,121,33,22,228,1,0,Arizona,26,44,223,32,17,231,0,0,H,-7
09/05/2014,Boston College,20,34,142,28,10,134,2,0,Pittsburgh,30,50,302,20,10,111,1,0,H,-5
09/05/2014,Nevada-Reno,24,56,214,21,12,110,0,0,Washington State,13,18,38,57,38,389,2,0,H,-3
09/05/2014,Pittsburgh,30,50,302,20,10,111,1,0,Boston College,20,35,149,28,10,134,2,0,V,5
09/05/2014,Washington State,13,18,38,57,38,389,2,0,Nevada-Reno,24,56,214,21,12,110,0,0,V,3
09/06/2014,Air Force,13,52,151,32,17,226,0,2,Wyoming,17,26,51,37,23,282,0,0,V,1.5
09/06/2014,Akron,3,24,65,47,25,212,0,0,Penn State,21,31,106,37,22,319,2,1,V,-14
09/06/2014,Alabama,41,33,204,37,26,416,0,1,Florida Atlantic,0,24,57,19,12,88,0,1,H,41
09/06/2014,Appalachian State,66,47,293,29,16,245,1,0,Campbell,0,30,56,23,9,39,3,1,H,
09/06/2014,Arizona State,58,48,423,21,12,198,0,1,New Mexico,23,57,207,11,7,130,0,3,V,24
09/06/2014,Arkansas,73,40,495,14,8,189,1,0,Nicholls State,7,28,34,43,21,208,1,0,H,
09/06/2014,Arkansas State,19,42,141,36,22,190,0,1,Tennessee,34,45,168,38,22,247,1,0,V,-16
09/06/2014,Army,47,54,341,7,7,125,0,2,Buffalo,39,29,153,50,34,396,3,0,H,3
09/06/2014,Auburn,59,50,358,23,13,135,0,2,San Jose State,13,45,65,32,19,254,3,0,H,33.5
09/06/2014,Ball State,13,36,90,30,15,129,0,1,Iowa,17,29,113,55,35,342,0,2,V,-17.5
09/06/2014,Baylor,70,50,265,28,19,455,1,2,Northwestern St(LA),6,41,78,20,8,124,2,0,H,
09/06/2014,Boise State,37,56,324,33,22,352,1,0,Colorado State,24,23,28,58,31,434,2,1,H,7.5
09/06/2014,Bowling Green,48,37,261,34,25,265,1,1,Virginia Military,7,34,103,55,30,321,1,2,H,
09/06/2014,Brigham Young,41,59,248,27,18,181,1,1,Texas,7,35,82,31,20,176,1,3,V,-1
09/06/2014,Buffalo,39,29,153,50,34,396,3,0,Army,47,54,341,7,7,125,0,2,V,-3
09/06/2014,California,55,47,253,29,21,326,0,1,Sacramento State,14,25,118,42,20,184,1,1,H,
09/06/2014,Central Michigan,38,43,161,16,11,172,1,0,Purdue,17,34,122,49,24,204,2,1,V,-3
09/06/2014,Clemson,73,50,254,43,33,481,0,1,So Carolina State,7,28,7,25,12,37,1,0,H,
09/06/2014,Colorado,41,47,156,42,26,318,1,0,Massachusetts,38,30,104,38,20,267,1,0,V,18
09/06/2014,Colorado State,24,23,28,58,31,434,2,1,Boise State,37,56,324,33,22,352,1,0,V,-7.5
09/06/2014,Connecticut,19,37,81,27,12,142,0,2,Stony Brook,16,37,104,29,12,196,0,0,H,
09/06/2014,Duke,34,41,182,42,28,270,0,0,Troy,17,43,158,34,22,238,0,0,V,17
09/06/2014,East Carolina,23,21,132,46,32,321,2,0,South Carolina,33,38,175,38,25,266,1,0,V,-15
09/06/2014,Eastern Michigan,0,34,80,21,9,45,1,4,Florida,65,39,243,47,33,412,0,0,V,-41
09/06/2014,Florida,65,39,259,47,33,396,0,0,Eastern Michigan,0,34,80,21,9,45,1,4,H,41
09/06/2014,Florida Atlantic,0,24,57,19,12,88,0,1,Alabama,41,33,204,37,26,416,0,1,V,-41
09/06/2014,Florida Intl,34,34,148,33,23,229,0,3,Wagner,3,36,92,23,11,120,2,4,H,
09/06/2014,Florida State,37,35,210,32,25,284,0,0,The Citadel,12,56,250,14,5,72,0,0,H,
09/06/2014,Fresno State,27,40,55,40,24,283,0,1,Utah,59,54,258,27,15,268,0,0,V,-14
09/06/2014,Georgia Southern,83,53,599,5,4,96,0,0,Savannah State,9,34,87,39,21,208,1,2,H,
09/06/2014,Georgia State,31,39,162,37,21,294,2,2,New Mexico State,34,41,194,44,25,241,1,2,H,3
09/06/2014,Georgia Tech,38,57,344,8,3,15,1,2,Tulane,21,25,96,35,17,231,3,0,V,10
09/06/2014,Hawaii,30,33,100,51,20,236,1,1,Oregon State,38,36,164,37,26,300,1,1,H,-9.5
09/06/2014,Houston,47,40,275,26,15,202,0,2,Grambling,0,39,63,27,13,175,3,3,H,
09/06/2014,Idaho,31,36,118,47,26,324,2,1,UL-Monroe,38,37,150,45,24,384,1,0,V,-13
09/06/2014,Illinois,42,35,64,50,35,456,1,2,Western Kentucky,34,30,103,48,28,297,1,2,H,3.5
09/06/2014,Iowa,17,29,113,55,35,342,0,2,Ball State,13,36,90,30,15,129,0,1,H,17.5
09/06/2014,Iowa State,28,37,105,33,22,214,1,0,Kansas State,32,42,235,29,16,239,0,0,H,-12.5
09/06/2014,Kansas,34,49,261,24,12,196,0,0,S E Missouri St,28,36,124,28,13,297,3,0,H,
09/06/2014,Kansas State,32,41,232,29,16,239,0,0,Iowa State,28,37,105,33,22,214,1,0,V,12.5
09/06/2014,Kent State,13,28,64,40,17,213,1,0,South Alabama,23,50,186,25,15,161,0,0,H,-2
09/06/2014,Kentucky,20,52,232,31,17,170,0,0,Ohio,3,28,74,32,14,149,0,1,H,13.5
09/06/2014,Louisiana State,56,58,334,18,11,250,0,1,Sam Houston State,0,36,50,28,9,156,2,1,H,
09/06/2014,Louisiana Tech,48,35,238,33,22,295,0,0,UL-Lafayette,20,34,178,44,29,237,1,2,V,-16
09/06/2014,Louisville,66,49,325,39,25,278,0,0,Murray State,21,19,41,38,21,251,3,0,H,
09/06/2014,Marshall,48,46,432,35,18,292,0,3,Rhode Island,7,39,64,28,17,111,1,1,H,
09/06/2014,Maryland,24,40,116,28,17,201,2,4,South Florida,17,37,83,37,15,174,1,0,V,12
09/06/2014,Massachusetts,38,30,104,38,20,267,1,0,Colorado,41,47,156,42,26,318,1,0,H,-18
09/06/2014,Memphis,35,39,164,42,27,305,0,0,U.C.L.A.,42,41,144,44,33,396,1,0,V,-21.5
09/06/2014,Miami-Florida,41,33,198,30,17,218,4,0,Florida A+M,7,33,25,17,6,89,0,3,H,
09/06/2014,Miami-Ohio,10,38,60,52,25,359,3,3,Eastern Kentucky,17,32,82,28,14,198,1,1,H,
09/06/2014,Michigan,0,35,100,32,19,189,3,1,Notre Dame,31,31,54,34,23,226,0,0,V,-3.5
09/06/2014,Michigan State,27,36,133,47,29,343,2,0,Oregon,46,40,183,28,17,318,0,0,V,-12
09/06/2014,Middle Tennessee,24,43,190,38,22,255,3,0,Minnesota,35,50,284,11,5,67,1,0,V,-14
09/06/2014,Minnesota,35,50,284,11,5,67,1,0,Middle Tennessee,24,43,190,38,22,255,3,0,H,14
09/06/2014,Mississippi,41,50,180,38,28,367,0,1,Vanderbilt,3,25,107,25,6,60,1,0,V,19.5
09/06/2014,Mississippi State,47,57,292,31,14,224,1,0,U-A-B,34,43,113,34,16,435,1,0,H,28
09/06/2014,Missouri,49,47,177,33,21,325,2,0,Toledo,24,31,152,44,23,256,1,1,V,3.5
09/06/2014,Navy,31,63,487,8,4,30,0,3,Temple,24,34,156,50,29,240,1,1,V,3
09/06/2014,Nebraska,31,33,195,31,16,242,1,0,McNeese State,24,45,178,26,12,160,1,0,H,
09/06/2014,Nevada-Las Vegas,13,48,211,20,11,121,4,0,Northern Colorado,12,40,138,21,16,189,1,0,H,
09/06/2014,New Mexico,23,57,207,11,7,130,0,3,Arizona State,58,48,423,21,12,198,0,1,H,-24
09/06/2014,New Mexico State,34,41,194,44,25,281,1,2,Georgia State,31,39,162,37,21,294,2,2,V,-3
09/06/2014,No Carolina State,46,39,242,29,21,253,0,0,Old Dominion,34,37,196,50,36,308,1,0,H,16.5
09/06/2014,North Carolina,31,33,131,31,21,263,1,0,San Diego State,27,35,168,39,23,341,3,0,H,15.5
09/06/2014,North Texas,43,55,245,17,12,108,0,0,S-M-U,6,14,8,45,24,266,2,3,H,3
09/06/2014,Northern Illinois,23,55,221,23,13,180,0,0,Northwestern,15,37,72,43,28,322,1,0,V,-7
09/06/2014,Northwestern,15,37,72,44,28,322,1,0,Northern Illinois,23,55,221,23,13,180,0,0,H,7
09/06/2014,Notre Dame,31,31,54,34,23,226,0,0,Michigan,0,35,100,32,19,189,3,1,H,3.5
09/06/2014,Ohio,3,28,74,32,14,149,0,1,Kentucky,20,52,232,31,17,170,0,0,V,-13.5
09/06/2014,Ohio State,21,40,108,29,9,219,3,0,Virginia Tech,35,40,121,36,23,199,2,1,H,10.5
09/06/2014,Oklahoma,52,31,261,38,24,319,0,0,Tulsa,7,34,94,50,27,234,3,1,V,25
09/06/2014,Oklahoma State,40,35,206,35,21,274,0,0,Missouri State,23,41,155,24,16,219,0,0,H,
09/06/2014,Old Dominion,34,73,384,90,65,589,3,0,No Carolina State,46,65,251,75,53,660,1,3,V,-16.5
09/06/2014,Oregon,46,40,173,28,17,318,0,0,Michigan State,27,36,123,47,29,343,2,0,H,12
